complaint_id,date,product,complaint_type,taste_score,resolved,resolution_days,delivery_time,source_channel,complaint_severity,customer_rating_after_resolution
CMP011575,2024-09-25,Ghee,Bad Smell,1.7,No,,7.4,Low,Low,
CMP011576,2024-12-22,Ghee,Packaging Issue,4.5,No,,10.6,Medium,Low,
CMP011577,2025-05-24,Curd,Packaging Issue,3.4,Yes,1.0,11.8,High,Medium,4.7
CMP011578,2025-07-04,Ghee,Spoiled Products,2.5,Yes,5.0,7.3,Low,Medium,4.8
CMP011579,2024-12-01,Milk,Packaging Issue,1.2,No,,15.5,Low,Medium,
CMP011580,2024-12-07,Ghee,Late Delivery,2.5,No,,8.9,Medium,High,
CMP011581,2025-04-22,Ghee,Packaging Issue,2.0,No,,17.8,Medium,Low,
CMP011582,2025-02-17,Lassi,Packaging Issue,2.7,Yes,2.0,22.8,Low,Low,3.6
CMP011583,2025-03-08,Curd,Packaging Issue,1.0,Yes,7.0,14.1,Low,Low,3.4
CMP011584,2024-11-05,Paneer,Taste Issue,4.2,Yes,2.0,8.2,Medium,Medium,3.5
CMP011585,2025-03-03,Ghee,Spoiled Products,2.9,Yes,7.0,5.9,Low,Medium,4.4
CMP011586,2024-10-03,Milk,Packaging Issue,1.0,No,,10.0,Low,Low,
CMP011587,2025-01-01,Lassi,Spoiled Products,4.8,Yes,1.0,19.4,Low,Low,3.3
CMP011588,2025-03-22,Curd,Bad Smell,1.3,No,,15.1,High,Medium,
CMP011589,2024-10-05,Lassi,Late Delivery,3.6,No,,13.5,Low,Medium,
CMP011590,2025-05-16,Paneer,Taste Issue,2.9,Yes,3.0,10.6,High,Medium,4.6
CMP011591,2024-11-30,Paneer,Taste Issue,2.8,Yes,6.0,10.6,Low,Low,4.0
CMP011592,2024-10-15,Paneer,Taste Issue,3.8,Yes,7.0,17.0,Medium,Medium,4.9
CMP011593,2025-01-22,Paneer,Late Delivery,3.1,Yes,3.0,11.6,Medium,Medium,3.6
CMP011594,2025-02-22,Paneer,Packaging Issue,3.0,Yes,1.0,12.4,Medium,Low,3.9
CMP011595,2024-12-30,Ghee,Late Delivery,2.0,Yes,1.0,23.2,Low,High,3.7
CMP011596,2025-01-06,Lassi,Packaging Issue,1.3,No,,21.6,Low,Medium,
CMP011597,2025-05-09,Paneer,Packaging Issue,2.5,Yes,0.0,15.7,Medium,Low,3.8
CMP011598,2025-07-09,Curd,Bad Smell,1.6,No,,11.5,High,Low,
CMP011599,2025-03-22,Lassi,Bad Smell,2.1,No,,14.2,Low,Low,
CMP011600,2025-04-21,Milk,Taste Issue,3.2,No,,21.8,Medium,Low,
CMP011601,2024-09-10,Curd,Taste Issue,1.8,Yes,2.0,17.8,Low,Medium,4.0
CMP011602,2025-05-09,Milk,Late Delivery,1.5,Yes,6.0,7.2,Medium,Low,4.6
CMP011603,2025-02-06,Paneer,Taste Issue,3.1,No,,13.8,Medium,Medium,
CMP011604,2025-01-12,Paneer,Late Delivery,4.9,No,,21.6,Low,High,
CMP011605,2025-04-14,Curd,Spoiled Products,2.0,No,,21.7,Low,Medium,
CMP011606,2024-10-25,Paneer,Taste Issue,2.8,No,,8.5,High,Medium,
CMP011607,2024-12-16,Ghee,Bad Smell,1.4,No,,12.1,Low,Medium,
CMP011608,2025-05-17,Paneer,Packaging Issue,2.9,No,,17.4,Low,Medium,
CMP011609,2024-12-15,Milk,Spoiled Products,2.2,No,,11.7,Medium,Low,
CMP011610,2025-05-29,Paneer,Packaging Issue,2.5,Yes,6.0,13.4,Low,Low,4.1
CMP011611,2025-04-30,Curd,Spoiled Products,4.1,Yes,6.0,16.4,High,Medium,3.6
CMP011612,2024-10-27,Curd,Packaging Issue,2.1,Yes,6.0,13.0,Low,Medium,3.9
CMP011613,2025-01-24,Milk,Spoiled Products,1.7,Yes,0.0,8.3,Low,Low,3.0
CMP011614,2024-11-29,Paneer,Taste Issue,3.2,No,,7.2,Medium,Medium,
CMP011615,2025-01-30,Ghee,Spoiled Products,3.4,Yes,1.0,15.4,Medium,Low,3.8
CMP011616,2025-01-03,Curd,Bad Smell,2.4,Yes,7.0,17.1,Medium,Low,4.2
CMP011617,2025-06-20,Lassi,Taste Issue,3.0,Yes,4.0,21.5,Low,Medium,4.8
CMP011618,2024-08-23,Paneer,Taste Issue,1.4,No,,21.9,Low,High,
CMP011619,2025-05-20,Curd,Packaging Issue,3.3,No,,16.1,Low,Low,
CMP011620,2025-03-24,Paneer,Taste Issue,1.8,Yes,3.0,21.9,Medium,Low,4.6
CMP011621,2024-10-03,Ghee,Spoiled Products,3.1,No,,16.3,High,Medium,
CMP011622,2025-03-19,Milk,Late Delivery,4.2,No,,19.0,Low,Low,
CMP011623,2025-07-03,Lassi,Packaging Issue,4.5,Yes,4.0,21.6,Medium,Low,3.2
CMP011624,2025-04-29,Lassi,Taste Issue,3.6,Yes,2.0,15.8,Low,Medium,3.2
CMP011625,2025-02-26,Milk,Bad Smell,1.1,Yes,4.0,15.1,Low,High,3.1
CMP011626,2025-02-02,Milk,Late Delivery,1.1,No,,17.4,Medium,High,
CMP011627,2024-11-14,Ghee,Spoiled Products,3.0,Yes,3.0,15.4,Medium,Low,3.9
CMP011628,2025-05-01,Curd,Late Delivery,3.4,No,,5.4,Low,Low,
CMP011629,2025-05-08,Paneer,Spoiled Products,4.4,Yes,2.0,22.2,High,Low,4.1
CMP011630,2025-05-07,Milk,Spoiled Products,3.0,Yes,7.0,18.2,Low,Low,4.7
CMP011631,2025-01-10,Curd,Late Delivery,4.4,Yes,6.0,20.1,Low,Medium,4.5
CMP011632,2024-08-30,Milk,Packaging Issue,2.9,Yes,3.0,8.5,Low,Low,3.6
CMP011633,2025-01-27,Ghee,Spoiled Products,3.6,No,,12.9,Low,Low,
CMP011634,2025-04-30,Milk,Packaging Issue,3.7,Yes,3.0,12.9,High,Low,4.9
CMP011635,2024-11-30,Milk,Bad Smell,2.9,No,,22.5,Low,Low,
CMP011636,2024-09-29,Paneer,Late Delivery,3.0,Yes,4.0,6.1,Medium,High,3.6
CMP011637,2025-04-16,Ghee,Taste Issue,2.3,No,,13.9,Low,Medium,
CMP011638,2025-08-01,Lassi,Packaging Issue,2.0,Yes,6.0,15.2,Low,Low,3.2
CMP011639,2024-10-02,Paneer,Late Delivery,4.6,No,,7.3,Medium,Low,
CMP011640,2025-07-09,Ghee,Spoiled Products,3.0,Yes,1.0,19.8,Low,Low,4.2
CMP011641,2025-06-06,Lassi,Spoiled Products,2.5,No,,11.7,Medium,Low,
CMP011642,2025-05-06,Milk,Spoiled Products,1.1,No,,4.4,Medium,Low,
CMP011643,2025-04-12,Lassi,Bad Smell,2.4,No,,13.0,Low,Low,
CMP011644,2025-06-12,Ghee,Taste Issue,4.0,No,,5.3,Medium,Low,
CMP011645,2024-09-18,Paneer,Late Delivery,2.1,No,,10.1,Low,Low,
CMP011646,2025-03-31,Curd,Late Delivery,1.8,No,,21.5,Low,Low,
CMP011647,2025-05-24,Lassi,Spoiled Products,2.2,No,,19.5,Low,Medium,
CMP011648,2025-03-05,Ghee,Bad Smell,1.7,No,,21.9,Medium,Low,
CMP011649,2025-07-23,Ghee,Spoiled Products,1.4,Yes,3.0,9.5,Low,Medium,3.2
CMP011650,2024-11-06,Paneer,Late Delivery,3.6,No,,4.5,Low,Low,
CMP011651,2025-06-20,Milk,Packaging Issue,2.2,Yes,3.0,21.8,Low,Low,3.8
CMP011652,2024-12-29,Lassi,Packaging Issue,1.6,No,,17.6,Low,Medium,
CMP011653,2025-04-18,Paneer,Late Delivery,1.1,Yes,6.0,19.4,Medium,Low,4.9
CMP011654,2024-09-24,Paneer,Bad Smell,1.3,Yes,6.0,9.2,Low,Low,4.9
CMP011655,2025-03-26,Paneer,Bad Smell,2.1,No,,12.7,High,Medium,
CMP011656,2024-12-05,Curd,Taste Issue,1.1,No,,5.3,Low,High,
CMP011657,2024-08-11,Ghee,Taste Issue,4.7,No,,13.2,Low,Low,
CMP011658,2024-11-30,Paneer,Spoiled Products,3.4,Yes,3.0,12.9,Low,High,3.7
CMP011659,2025-05-23,Curd,Spoiled Products,4.0,No,,19.8,High,Low,
CMP011660,2024-11-25,Paneer,Spoiled Products,2.1,No,,8.9,Low,Low,
CMP011661,2024-10-05,Lassi,Spoiled Products,4.8,No,,15.0,High,Medium,
CMP011662,2025-02-28,Paneer,Packaging Issue,4.1,No,,22.2,Medium,Low,
CMP011663,2025-07-20,Milk,Spoiled Products,1.3,Yes,6.0,5.0,Low,Low,4.1
CMP011664,2024-10-05,Paneer,Late Delivery,3.9,No,,9.4,Medium,Medium,
CMP011665,2025-03-08,Curd,Bad Smell,3.1,Yes,6.0,18.9,Low,Low,4.3
CMP011666,2025-05-05,Lassi,Bad Smell,1.7,No,,7.6,Low,Low,
CMP011667,2024-09-13,Milk,Late Delivery,3.2,No,,20.2,Medium,Low,
CMP011668,2024-09-19,Ghee,Packaging Issue,1.4,Yes,2.0,14.4,Low,Low,4.1
CMP011669,2025-03-26,Lassi,Late Delivery,2.5,No,,10.5,Low,Medium,
CMP011670,2025-05-22,Paneer,Spoiled Products,2.3,No,,22.3,Low,Low,
CMP011671,2025-02-21,Lassi,Spoiled Products,2.5,Yes,0.0,22.7,Medium,High,3.3
CMP011672,2024-11-11,Milk,Packaging Issue,2.5,Yes,3.0,16.6,High,Low,3.6
CMP011673,2024-09-15,Ghee,Spoiled Products,2.3,Yes,7.0,7.8,High,Low,3.6
CMP011674,2025-01-21,Lassi,Late Delivery,4.8,Yes,4.0,13.9,Medium,High,4.3
CMP011675,2025-07-14,Curd,Taste Issue,4.2,No,,14.1,Low,Medium,
CMP011676,2024-09-06,Paneer,Late Delivery,4.7,Yes,5.0,7.3,Medium,Low,4.6
CMP011677,2024-12-14,Curd,Bad Smell,2.1,No,,22.4,Low,Low,
CMP011678,2025-01-10,Curd,Bad Smell,4.4,Yes,6.0,13.9,Low,Low,3.9
CMP011679,2025-03-07,Lassi,Late Delivery,4.1,Yes,1.0,19.6,Low,Medium,4.8
CMP011680,2025-03-09,Paneer,Late Delivery,3.8,Yes,3.0,19.5,Low,Low,3.5
CMP011681,2025-05-21,Lassi,Packaging Issue,3.2,Yes,1.0,16.9,Medium,Medium,4.2
CMP011682,2025-01-18,Curd,Bad Smell,3.3,No,,23.0,Low,High,
CMP011683,2025-05-01,Curd,Bad Smell,2.9,Yes,6.0,21.8,Medium,Medium,4.8
CMP011684,2024-12-31,Lassi,Late Delivery,2.0,No,,9.3,Low,Low,
CMP011685,2025-07-03,Curd,Bad Smell,1.2,No,,22.0,Medium,Low,
CMP011686,2025-02-27,Lassi,Bad Smell,4.4,No,,7.4,Low,Low,
CMP011687,2025-02-23,Lassi,Spoiled Products,4.6,No,,17.1,Low,Low,
CMP011688,2025-03-23,Ghee,Taste Issue,3.6,No,,12.2,High,Medium,
CMP011689,2025-01-12,Paneer,Bad Smell,2.6,No,,21.9,Medium,Medium,
CMP011690,2025-02-12,Paneer,Taste Issue,2.2,No,,15.9,Low,Medium,
CMP011691,2025-02-03,Ghee,Packaging Issue,4.1,No,,16.9,Low,Medium,
CMP011692,2025-01-01,Paneer,Packaging Issue,1.8,Yes,0.0,20.1,Low,Medium,4.0
CMP011693,2025-05-23,Ghee,Spoiled Products,4.9,No,,5.8,Medium,Low,
CMP011694,2024-10-05,Ghee,Taste Issue,4.2,No,,18.0,Low,Low,
CMP011695,2024-12-08,Paneer,Packaging Issue,2.3,No,,18.8,Medium,Low,
CMP011696,2024-09-26,Curd,Late Delivery,2.9,Yes,0.0,12.5,Low,Low,3.3
CMP011697,2025-04-11,Paneer,Late Delivery,3.9,Yes,3.0,4.4,Low,Low,3.2
CMP011698,2024-10-02,Milk,Taste Issue,3.2,Yes,0.0,11.7,Medium,Low,4.7
CMP011699,2024-09-10,Paneer,Bad Smell,1.8,No,,14.6,Low,Low,
CMP011700,2025-05-07,Paneer,Bad Smell,1.3,No,,19.8,Low,High,
CMP011701,2025-05-22,Ghee,Bad Smell,4.3,Yes,0.0,18.5,Low,Low,4.2
CMP011702,2024-11-20,Lassi,Late Delivery,5.0,No,,10.6,Medium,Low,
CMP011703,2025-03-03,Curd,Taste Issue,4.3,Yes,4.0,13.8,Medium,Low,4.2
CMP011704,2025-06-14,Curd,Packaging Issue,2.4,No,,21.9,Low,Low,
CMP011705,2025-03-10,Lassi,Late Delivery,2.1,No,,6.7,Low,Low,
CMP011706,2025-03-28,Ghee,Packaging Issue,2.6,Yes,0.0,8.5,Medium,Medium,3.2
CMP011707,2025-03-29,Curd,Packaging Issue,2.8,Yes,1.0,19.9,Low,Low,3.3
CMP011708,2024-12-24,Ghee,Taste Issue,3.4,Yes,6.0,15.3,Medium,High,4.2
CMP011709,2025-01-05,Curd,Bad Smell,2.2,Yes,1.0,7.1,Medium,Medium,3.4
CMP011710,2024-11-05,Curd,Spoiled Products,4.4,Yes,0.0,7.7,Low,Medium,3.8
CMP011711,2025-06-20,Milk,Spoiled Products,2.3,No,,7.6,Medium,Medium,
CMP011712,2025-05-29,Lassi,Bad Smell,4.4,No,,14.2,Medium,Medium,
CMP011713,2025-05-21,Milk,Spoiled Products,1.5,No,,10.0,Low,Medium,
CMP011714,2025-03-13,Lassi,Bad Smell,2.9,No,,17.1,Low,Medium,
CMP011715,2024-10-25,Ghee,Bad Smell,1.8,Yes,2.0,17.9,Low,Low,4.8
CMP011716,2024-08-25,Ghee,Taste Issue,4.7,Yes,6.0,11.9,Low,Low,4.3
CMP011717,2024-09-10,Milk,Late Delivery,3.5,Yes,3.0,18.9,High,Medium,4.9
CMP011718,2024-10-31,Lassi,Packaging Issue,1.1,Yes,7.0,22.3,Medium,Low,3.8
CMP011719,2025-07-08,Paneer,Late Delivery,2.8,Yes,0.0,11.6,High,Low,3.5
CMP011720,2025-03-28,Lassi,Late Delivery,2.2,Yes,5.0,22.1,Medium,Medium,3.9
CMP011721,2025-04-04,Paneer,Bad Smell,4.7,Yes,1.0,10.8,Low,Low,3.2
CMP011722,2025-07-04,Ghee,Packaging Issue,3.4,No,,14.8,Medium,Low,
CMP011723,2024-11-13,Milk,Taste Issue,4.3,Yes,2.0,12.7,Medium,Low,4.3
CMP011724,2024-12-17,Paneer,Spoiled Products,4.6,Yes,4.0,9.7,High,Low,3.4
CMP011725,2024-09-11,Lassi,Bad Smell,2.4,Yes,0.0,10.6,Medium,Low,4.6
CMP011726,2025-01-30,Lassi,Bad Smell,3.6,Yes,2.0,7.4,Low,Medium,3.4
CMP011727,2025-04-15,Curd,Packaging Issue,2.1,Yes,0.0,20.6,Low,Low,3.6
CMP011728,2025-05-25,Milk,Bad Smell,4.4,No,,14.1,Low,Low,
CMP011729,2025-05-15,Curd,Packaging Issue,4.6,No,,18.4,Low,Low,
CMP011730,2025-01-24,Ghee,Spoiled Products,1.0,Yes,2.0,18.9,Medium,Low,3.9
CMP011731,2025-07-03,Paneer,Taste Issue,2.9,Yes,6.0,8.2,Medium,Low,4.0
CMP011732,2024-12-10,Milk,Late Delivery,2.2,No,,4.6,Low,Low,
CMP011733,2025-05-06,Milk,Packaging Issue,2.6,No,,10.8,Low,Medium,
CMP011734,2024-09-05,Ghee,Late Delivery,1.1,Yes,7.0,16.8,Low,Medium,4.7
CMP011735,2025-02-06,Curd,Spoiled Products,1.9,No,,5.8,Low,Medium,
CMP011736,2024-10-29,Milk,Late Delivery,2.9,Yes,3.0,12.3,Medium,Medium,3.2
CMP011737,2025-04-07,Paneer,Late Delivery,4.2,No,,15.5,Low,Low,
CMP011738,2024-12-03,Paneer,Spoiled Products,1.4,Yes,1.0,17.5,Low,Medium,4.2
CMP011739,2025-02-16,Lassi,Late Delivery,1.4,No,,20.3,Low,Medium,
CMP011740,2024-10-02,Ghee,Spoiled Products,4.9,Yes,3.0,9.6,Medium,Low,4.6
CMP011741,2025-06-18,Curd,Spoiled Products,3.2,Yes,7.0,6.6,Medium,Medium,4.1
CMP011742,2024-08-25,Paneer,Packaging Issue,2.4,No,,19.5,Low,Low,
CMP011743,2025-01-18,Ghee,Taste Issue,2.4,No,,16.0,Low,Low,
CMP011744,2024-09-20,Milk,Bad Smell,1.7,No,,7.1,Medium,Medium,
CMP011745,2025-03-15,Milk,Late Delivery,2.0,No,,6.0,Low,Low,
CMP011746,2025-07-08,Paneer,Taste Issue,1.1,Yes,6.0,6.6,Low,High,4.6
CMP011747,2025-01-22,Paneer,Bad Smell,1.8,Yes,6.0,19.5,High,Low,3.6
CMP011748,2025-06-17,Ghee,Taste Issue,2.6,Yes,4.0,4.2,Low,Medium,4.9
CMP011749,2024-10-18,Ghee,Spoiled Products,4.5,No,,11.9,Low,Medium,
CMP011750,2024-12-08,Ghee,Bad Smell,1.2,No,,17.8,Medium,Medium,
CMP011751,2025-06-24,Milk,Bad Smell,4.3,Yes,0.0,23.4,Low,Medium,4.7
CMP011752,2025-03-28,Paneer,Packaging Issue,4.4,Yes,5.0,19.0,Low,Low,4.5
CMP011753,2025-02-16,Lassi,Spoiled Products,4.0,No,,4.1,Low,Low,
CMP011754,2025-03-12,Lassi,Packaging Issue,4.7,No,,5.6,Medium,Low,
CMP011755,2025-03-07,Ghee,Bad Smell,1.2,Yes,0.0,19.7,Low,Medium,3.3
CMP011756,2025-03-30,Lassi,Bad Smell,4.9,Yes,0.0,9.0,Medium,Medium,3.9
CMP011757,2025-01-19,Curd,Spoiled Products,1.8,No,,12.5,Low,Low,
CMP011758,2025-01-02,Paneer,Late Delivery,5.0,No,,23.2,Low,Low,
CMP011759,2025-02-07,Paneer,Spoiled Products,2.2,Yes,2.0,19.6,Low,Low,3.8
CMP011760,2024-10-24,Lassi,Late Delivery,4.0,No,,6.9,Low,Low,
CMP011761,2024-12-22,Ghee,Spoiled Products,3.2,No,,4.3,Medium,Medium,
CMP011762,2025-02-28,Milk,Bad Smell,1.3,Yes,5.0,6.3,Medium,Low,4.9
CMP011763,2024-10-25,Paneer,Late Delivery,4.0,No,,10.3,Low,Low,
CMP011764,2024-12-31,Curd,Taste Issue,3.8,Yes,2.0,10.3,Low,Medium,4.7
CMP011765,2025-02-16,Paneer,Taste Issue,3.2,Yes,7.0,18.1,Low,Medium,3.7
CMP011766,2025-07-03,Milk,Bad Smell,4.7,Yes,5.0,22.6,Medium,Medium,3.8
CMP011767,2025-05-09,Curd,Bad Smell,3.6,Yes,3.0,18.9,High,Low,3.2
CMP011768,2025-06-12,Lassi,Taste Issue,1.1,No,,7.1,High,Medium,
CMP011769,2024-11-11,Lassi,Bad Smell,4.6,Yes,1.0,22.2,Medium,Low,4.7
CMP011770,2025-02-07,Curd,Packaging Issue,3.7,Yes,4.0,17.2,Medium,Low,4.4
CMP011771,2024-09-14,Lassi,Bad Smell,4.6,No,,21.6,Low,Medium,
CMP011772,2025-02-05,Paneer,Packaging Issue,3.5,No,,7.5,Low,High,
CMP011773,2024-10-04,Paneer,Packaging Issue,1.4,No,,20.0,High,Low,
CMP011774,2025-04-13,Ghee,Bad Smell,3.9,No,,16.5,Low,Low,
CMP011775,2025-07-03,Milk,Taste Issue,4.3,Yes,3.0,9.4,Low,Low,3.4
CMP011776,2025-02-27,Ghee,Bad Smell,3.6,Yes,1.0,14.9,Low,Medium,4.3
CMP011777,2025-03-09,Ghee,Packaging Issue,4.7,Yes,7.0,16.0,Medium,Low,5.0
CMP011778,2025-06-30,Milk,Spoiled Products,1.2,Yes,3.0,20.2,Low,High,3.4
CMP011779,2025-01-08,Paneer,Bad Smell,1.1,No,,9.3,High,Medium,
CMP011780,2024-10-23,Lassi,Bad Smell,3.1,No,,4.2,Low,Medium,
CMP011781,2024-11-06,Paneer,Late Delivery,1.9,Yes,0.0,19.0,Low,Low,5.0
CMP011782,2025-01-31,Curd,Late Delivery,3.4,No,,16.2,Low,Medium,
CMP011783,2025-04-12,Curd,Late Delivery,1.8,Yes,6.0,23.5,Low,Medium,3.7
CMP011784,2024-10-05,Ghee,Taste Issue,1.6,Yes,5.0,13.5,Low,Low,3.4
CMP011785,2024-12-07,Curd,Late Delivery,4.6,No,,7.8,Low,Low,
CMP011786,2024-10-08,Milk,Spoiled Products,2.7,Yes,6.0,23.8,Low,Medium,4.9
CMP011787,2025-03-05,Ghee,Spoiled Products,4.8,Yes,0.0,6.0,Low,Low,3.1
CMP011788,2025-04-16,Ghee,Spoiled Products,3.7,Yes,0.0,20.1,Low,Medium,4.8
CMP011789,2025-05-03,Paneer,Spoiled Products,3.1,Yes,1.0,5.6,High,Medium,4.2
CMP011790,2025-04-28,Ghee,Bad Smell,2.9,No,,12.7,Medium,High,
CMP011791,2025-08-05,Lassi,Bad Smell,3.0,Yes,3.0,18.0,Medium,Medium,3.3
CMP011792,2024-12-22,Milk,Packaging Issue,1.4,Yes,3.0,9.5,Low,Low,3.8
CMP011793,2024-08-21,Milk,Packaging Issue,4.0,Yes,1.0,7.7,Low,Low,3.3
CMP011794,2025-07-08,Curd,Taste Issue,4.6,Yes,1.0,17.5,Medium,Low,4.0
CMP011795,2024-10-15,Ghee,Late Delivery,1.6,No,,20.7,Medium,Medium,
CMP011796,2025-01-05,Curd,Spoiled Products,2.0,No,,9.4,Low,Medium,
CMP011797,2024-10-21,Lassi,Spoiled Products,1.9,Yes,4.0,7.3,High,Medium,3.4
CMP011798,2024-10-28,Paneer,Late Delivery,2.8,Yes,7.0,21.1,Low,Low,3.9
CMP011799,2024-08-24,Ghee,Bad Smell,1.0,Yes,0.0,11.1,High,Medium,4.4
CMP011800,2025-05-27,Paneer,Late Delivery,1.6,Yes,3.0,10.7,Medium,Medium,3.8
CMP011801,2024-08-10,Milk,Late Delivery,3.6,Yes,1.0,21.9,Low,Low,4.0
CMP011802,2024-08-27,Lassi,Late Delivery,1.5,No,,17.5,Low,Low,
CMP011803,2025-04-11,Milk,Late Delivery,3.5,Yes,1.0,11.9,Low,Medium,4.8
CMP011804,2025-03-06,Lassi,Late Delivery,2.6,Yes,7.0,23.5,Low,Low,4.5
CMP011805,2024-11-21,Ghee,Packaging Issue,4.2,No,,5.7,Low,High,
CMP011806,2025-03-29,Ghee,Bad Smell,3.8,No,,10.3,High,Medium,
CMP011807,2025-02-04,Ghee,Packaging Issue,2.4,No,,22.8,Low,Medium,
CMP011808,2025-03-26,Ghee,Late Delivery,3.7,Yes,7.0,7.3,Low,Low,3.4
CMP011809,2025-06-01,Ghee,Spoiled Products,2.8,No,,9.4,Medium,Low,
CMP011810,2024-08-16,Curd,Late Delivery,3.7,No,,15.2,Medium,Low,
CMP011811,2024-11-20,Paneer,Packaging Issue,4.0,No,,16.3,Medium,Low,
CMP011812,2025-04-11,Curd,Late Delivery,1.4,No,,17.0,Low,Low,
CMP011813,2024-10-24,Milk,Spoiled Products,2.5,No,,20.8,Low,Low,
CMP011814,2025-03-18,Milk,Late Delivery,4.2,Yes,0.0,18.3,Low,Medium,4.5
CMP011815,2024-11-16,Lassi,Spoiled Products,3.6,Yes,2.0,11.0,Low,Low,3.3
CMP011816,2025-04-06,Lassi,Spoiled Products,4.2,No,,6.6,Medium,Low,
CMP011817,2024-11-23,Lassi,Taste Issue,3.6,Yes,0.0,10.7,Low,High,3.8
CMP011818,2024-09-22,Lassi,Packaging Issue,4.1,Yes,0.0,11.1,Low,Low,3.4
CMP011819,2025-04-28,Paneer,Packaging Issue,1.3,Yes,2.0,4.5,Low,High,4.6
CMP011820,2025-02-07,Ghee,Late Delivery,1.6,No,,20.6,Low,Low,
CMP011821,2025-07-25,Curd,Packaging Issue,3.3,No,,6.0,Medium,Low,
CMP011822,2025-01-25,Milk,Packaging Issue,1.5,No,,22.0,Low,High,
CMP011823,2025-04-17,Milk,Bad Smell,2.4,No,,13.3,Low,Low,
CMP011824,2025-04-06,Curd,Late Delivery,1.7,No,,6.5,Medium,Low,
CMP011825,2025-04-19,Milk,Taste Issue,3.5,Yes,3.0,10.1,Low,Low,4.3
CMP011826,2025-07-14,Paneer,Packaging Issue,4.6,No,,21.4,Low,Low,
CMP011827,2025-03-15,Curd,Taste Issue,4.1,No,,8.4,Low,Medium,
CMP011828,2024-11-11,Ghee,Bad Smell,3.8,Yes,1.0,13.6,Medium,Low,3.2
CMP011829,2025-07-06,Ghee,Taste Issue,1.7,Yes,3.0,9.5,Medium,Medium,3.7
CMP011830,2024-09-09,Ghee,Spoiled Products,2.6,Yes,6.0,16.2,Low,Medium,3.2
CMP011831,2024-10-08,Lassi,Packaging Issue,2.0,No,,19.7,Low,Medium,
CMP011832,2024-11-13,Curd,Spoiled Products,4.2,No,,23.8,Low,Low,
CMP011833,2025-05-03,Lassi,Bad Smell,1.2,Yes,7.0,15.5,Low,Low,4.2
CMP011834,2025-04-06,Ghee,Bad Smell,1.9,No,,19.3,Low,Medium,
CMP011835,2025-03-09,Paneer,Spoiled Products,2.1,No,,9.6,Low,Low,
CMP011836,2025-06-19,Paneer,Spoiled Products,4.3,Yes,3.0,21.9,Medium,High,3.0
CMP011837,2025-06-07,Curd,Late Delivery,1.7,No,,23.2,Low,Medium,
CMP011838,2025-04-09,Curd,Late Delivery,2.2,No,,7.9,Medium,Low,
CMP011839,2025-06-06,Curd,Spoiled Products,2.8,Yes,2.0,4.1,Low,Medium,4.9
CMP011840,2025-04-26,Milk,Spoiled Products,2.5,Yes,6.0,8.4,Low,Medium,4.0
CMP011841,2025-03-04,Paneer,Bad Smell,3.2,Yes,0.0,4.0,Medium,Low,3.2
CMP011842,2025-03-19,Curd,Spoiled Products,2.7,Yes,1.0,4.4,Low,Medium,3.1
CMP011843,2024-11-11,Lassi,Late Delivery,3.9,No,,11.8,Low,Low,
CMP011844,2024-11-25,Milk,Bad Smell,1.2,Yes,7.0,18.9,Medium,Low,3.9
CMP011845,2025-07-15,Milk,Taste Issue,4.8,Yes,2.0,21.0,Low,Low,4.7
CMP011846,2025-01-18,Ghee,Packaging Issue,3.6,No,,13.3,Low,Low,
CMP011847,2025-02-06,Milk,Packaging Issue,4.7,No,,9.1,Low,Low,
CMP011848,2025-03-09,Curd,Bad Smell,1.7,No,,5.0,Low,Low,
CMP011849,2025-01-28,Curd,Late Delivery,1.2,No,,6.4,Low,High,
CMP011850,2025-05-29,Curd,Late Delivery,3.8,Yes,2.0,4.7,Medium,Medium,4.0
CMP011851,2025-02-28,Ghee,Packaging Issue,1.8,No,,6.7,Medium,Low,
CMP011852,2025-05-24,Ghee,Late Delivery,1.6,Yes,1.0,22.8,Low,Medium,4.3
CMP011853,2025-07-08,Milk,Bad Smell,3.9,No,,22.9,Medium,Low,
CMP011854,2025-05-01,Milk,Spoiled Products,3.5,Yes,6.0,21.8,Low,Medium,3.2
CMP011855,2025-07-27,Ghee,Taste Issue,4.3,No,,4.6,Low,Medium,
CMP011856,2024-10-11,Curd,Bad Smell,2.0,No,,17.8,Low,Low,
CMP011857,2025-04-07,Ghee,Spoiled Products,3.1,Yes,7.0,4.5,Low,Low,3.5
CMP011858,2025-01-14,Paneer,Late Delivery,1.5,No,,4.9,Low,Medium,
CMP011859,2025-01-23,Curd,Taste Issue,3.8,Yes,2.0,15.6,Medium,Low,3.0
CMP011860,2024-09-02,Lassi,Packaging Issue,1.2,No,,16.6,Low,High,
CMP011861,2025-04-06,Lassi,Spoiled Products,5.0,No,,5.1,Low,Low,
CMP011862,2024-09-10,Milk,Bad Smell,3.3,No,,23.7,Medium,Low,
CMP011863,2024-12-28,Ghee,Late Delivery,3.9,No,,18.6,Medium,Low,
CMP011864,2025-06-12,Paneer,Bad Smell,1.8,No,,5.4,Medium,Low,
CMP011865,2025-01-17,Curd,Late Delivery,4.7,No,,22.7,Low,Medium,
CMP011866,2025-04-29,Milk,Spoiled Products,1.7,No,,16.9,Low,Medium,
CMP011867,2024-12-15,Paneer,Spoiled Products,1.0,No,,14.4,Low,Low,
